word,translation
masākum (v.),"to be(come) bad, worsen"
mašālum (v.),"G to equal; D to make equal, proportionate"
mašdaḫum,"procession, processional road"
"mašdu, maldu",edge
mašḫalum,sieve (a type of)
maṣḫatum,a kind of flour
mašiš,"in oblivion, forgotten"
mašītu,twin sister
maṣītum,(that which is) sufficient
maškadum,"disease (kind of); illness of the joints (a kind of), arthritis?"
Maškanšāpir (uruMAŠ.KÁN.PA.ALki),GN
maškanu,"place of putting, threshing floor"
maškanum,threshing floor
"maškarum, maškirum",waterskin
mašku,"skin, hide"
maskum,"bad, evil"
maškum,"skin, hide, leather"
mašma(š)šum,incantation priest
mašmašum,incantation priest
mašqītu,watering place
mašqītum,"watering place, irrigation outlet"
mašqûm,watering place
mašraḫū,good health ?
mašrû,"riches, wealth"
mašrûm,"riches, wealth"
maṣṣartu,"observation, guard"
maṣṣartum,"observation, guard, watch"
maṣṣarum,"guard, watchman"
massûm,"leader, expert"
massûtum,"reading out, lecture"
maštakal (IN.NU.UŠ),"plant, alkaline plant (a kind of)"
maštakum,"chamber, cell"
maštītum,allowance of drink
Māštum,"DN, twin goddess, twin-sister"
mašûm,forgotten
mašûm (v.),to forget
"mašûm I, f. mašītum (//u18-lu)",forgotten (things)
mašûm II (v.),to forget
mašûm III (v.),G to spend the night; Š=G
mašʾaltum,"questioning, interrogation, torture"
maštakal,an alkaline plant
mati,when?
matīma,"whenever, sometime"
matnum,"sinew, tendon; string (of a bow)"
mātu,"land, country"
"mâtu, muātu (v.)",to die
mātum,"land, country"
mātum (//kalam),"land, country"
mātum (//ki),"land, country"
mātum (//ku-ur-ku-ur),"land, country"
mātum (//kur),"land, country"
mātum (//ma-da),"land, country"
mātum (KUR; KALAM),"land, country"
maṭûm (v.),to be(come) little
mâtum (v.),to die
mātum elītum (//igi-nim),upper land
maturrum (gišMÁ.TUR),(small) boat
mayyaltu,bed
mayyālum,"bed, resting place"
mazūtum,?
"mazzāzum, manzāzum",position
mê pišrim,amniotic water
"me'atum, mētum",hundred
meānum,tiara
medûm (v.),"to become visible, be known"
meḫertum,(woman) of equal rank
meḫretum,"opposite side, front, toward(s)"
"meḫrum, miḫrum","copy, duplicate, opposite side"
"meḫṣu, miḫṣu","blow, strike"
"meḫṣum, miḫṣum","blow, textile"
meḫûm,storm
meḫûm (//u18-lu),storm
mekû (v.),to neglect
mēkûtum,"lack, scarcity"
mēlelu,play
melemmum (ME.LÁM),fearsome radiance
mēleṣum,"excitement, exhilaration"
Meluḫḫa,GN
Meluḫḫa (//me-luḫ-ḫa.ki),GN
mēlultu,"game, play"
mēlultum,"game, play"
mēlulum (v.),to play
mēlûm,"height, altitude"
Meme-dEnlil,PN
"mēnešum, mēneštum",weakness
menûm (v.),to love
mēqûm,cosmetics
"mēqûm, māqûm",cosmetics
merdû,a stepladder
mēreštum,"planting, cultivation, arable land"
mērešum,wisdom
merḫum I,chief shepherd
merḫum II,"ergot, sty (in the eye)"
merītum,"pasture, pasture-land"
merrum,"song, kind of"
mersum,"ingredients for cake: dates, sesame, oil etc."
mērû,pregnancy
mêš,where (to)
Mes-sanga-Unug,DN
mešēltum,whetstone
meskertum,"barrage, dam?"
Meslam,GN
mêšum (v.),"to disregard, scorn"
mesûm II (v.),G to wash; D to wash; Dt to wash oneself
mētequm,"way, road"
mēzeḫum,sash
"mēzezu, mezzuzu","wrath, fury"
middatu,measure
Migir-Dagan,PN
migru,"consent, approval, agreement"
migrum,"consent, approval, agreement"
miḫḫum,"beer (a type of), used for libations"
miliktum,"advice, counsel, resolution, intelligence"
milītum,corpulence
milkum,"advice, counsel, intelligence"
mīlum,"high water, flood(ing)"
mimma,"anything, something"
mimma šumšu,everithing
mimma šumšu (//níg-nam),everything
mimmû,"all, anything (of), possessions"
"mīnamîm, mīnummê","all (of), everything"
minde,"perhaps, possibly, for sure"
mindinum,cheetah
minītu,"measure, dimensions, limbs, physique"
minītum,"measure, size"
minsu,why?
"mīnu, mīnû",what
mīnum,what
minûtum,"counting, number"
minûtum (ŠID),"form, physique, recitation; counting number"
Miqit,DN
miqit ṣēnim,"falling sickness, epilepsy"
miqittum,(down)fall
"miqtum, meqtum","fall, collapse; kind of desease, epilepsy"
"mīrānum, mērānum","puppy, young dog"
"misarrum, musarrum",belt
mīšarum,"justice, right, DN"
mīšarum (//níg-si-sá),justice
"mišeʾtum, mišītum","forcible removal, pillage"
Miṣir,GN
mišittum,"(medical) stroke, paralysis"
mīšītum,confusion
mišītum,oblivion
mišlu,half
mišlum,"half, middle, centre"
miṣrum,"border, boundary"
"miššum, mīnšum",why?
mīšum,oblivion
mitguru,"(previously) agreed, harmonious"
mitgurum,(previously) agreed ?
mitḫāriš,"in the same manner, in equal shares, altogether"
mitḫārum,"symmetrical, proportionate, of the same size"
mitḫuṣu,"fight, combat"
mitḫuṣum,fight
miṭirtum,"watercourse, canal, irrigated field, orchard"
miṭītum,"decrease, reduction"
mitluku,"circumspect, prudent"
miṭṭum,"a divine weapon, mace, DN"
mītu,dead
mītum,dead
mû,water
mû I (//a),water
mû I (A(.MEŠ)),water
mû II,"cult rites, divine orders"
Mu'ati,DN
mu-di-{UD}-ši!,?
Muballiṭat-Šerūa,PN
muballiṭum,life-giving
mubannûm,"who beautifies, preparer of offering tables, temple cook"
mubbibum,who performs purely
mubbirum,who accuses
mūbilum,"carrier, carrying"
Mubukešda,SN
mudabbibum,speaker
Mudammiq-ilīšu,PN
mudammiqum,who improves
muddišum,who renews
mudeššûm,"life-giver, who lets sprout"
"mūdû, mundû","knowing, wise, experienced"
mūdûm,"knowing, wise"
mūdûtum,"knowledge, awareness"
mugallitum,"trouble-maker, intimidator"
mugarrinum,who heaps
mugdarrûm,"retracting, pulling back"
muḫaddûm,who makes happy
muḫalliqum,destroyer
muḫattitum,louse ridden (person)
muḫḫu,"skull, top"
muḫḫum,"skull, top"
mukammirum,who accumulates
mukannišum,"subjugator, subduer"
mukazzibtum,fawner (f.)
Mukīl-mê-balāṭi,DN
Mukīl-rēš-lemutti,DN
mukillum,"who holds, supports"
mukinnum,who establishes
mullillum,"purifier, sprinkler"
mullûm,who raises
mulmullum,arrow
mūlûm,"height, elevation"
mumaṣṣûm,who is (able) to open wide (referring to walls)
mummum,"1. life-giving force?; 2. school for scribes, workshop?"
"mumtalkum, mundalkum","counsellor, sage"
munaḫḫišum,who grants prosperity
munakkipum,"butting, goring"
munamū,abundance ?
munattum,morning slumber
munawwirum,who brightens
"munawwirum, munammirum","brightening, cheering (person)"
mundaḫṣum,"fighting, fighter"
muniḫḫum,"who calms, soothes"
Munnabtu,PN
munûm,(a type of bed)
mūnum,"larva, caterpillar"
mupaḫḫirum,"who gathers, collector"
mupaššiḫum,"who calms, soothes, heals"
mupaṣṣûm,who brightens
mupparkûm,"who ceases, stops doing, leaves off work"
"mupparrum, f. mupparrītum",scattered one
mupparšum,"flying, winged"
muppirum,provider
muqqu (v.),"to weary, tire, wane, be slack, obliterate, disregard"
mūrakum,length
murammiktum,washbasin
murappišum,who augments
muraššû,"who does wrong, quarreler, wild cat"
murīššum,who gives cause for rejoicing
murṣum,"illness, disease"
murṣum (//tu-ra),"illness, sorrow, distress"
murṣum (TU.RA),"illness, sorrow, distress"
"murtâmum, pl. murtâmū","lover, friend"
murtaṣnum,"roaring, strong"
mūrum,"young bull, foal of donkey or horse"
muruṣ libbim,"heart ache, sorrow, distress"
muruṣ zumrim,disease of the body (a kind of)
mušabšûm,"that calls into existence, creator"
mūšabum,"dwelling, domicile, seat, throne, dwelling place"
mušaddilum,"who widens, increases"
mušaddinum,tax collector
musaḫḫištum,catcher
mušāḫizum,who lets seize
mušaklilum,who creates perfectly
mušakšidum,who causes to achieve
mušalbišum,"who closes, arrays"
mušālidum,who causes to give birth
mušallilum,despoiler
mušallimum,"that delivers safely; safe-conduct, escort; safeguarding"
muṣallûm,who insults
mušālum,"metal mirror, make-up palette"
mušannûm,"winnower, agricultural worker"
mušapšiqtum,"""having difficulty"" in childbirth"
mušarbûm,who makes great
mušārikum,who lengthens
muṣarriḫtum,lamentation priestess
mušaršidum,who founds
mūšarum,garden
"mūšarûm, musarrûm","(flower, vegetable) bed, garden(-plot)"
mušašqûm,who irrigates
mušassikum,who causes to abandon
mušātirum,who enlarges
mušāṭu,"combed-out hair, carded wool"
mušāṭum (//ḫumuzer),combed-out hair
mušazninum,who causes rain
mušēbirum,that brings across
mušēkilum,he who makes dark (DN?)
mušēlû,that raises
mušēniqtu,wet nurse
mušēniqtum,wet nurse
mušeppûm,"who silences, suppresses"
"museppûm, f. museppītum",supplicant; worshipper
mušēpûm,"who makes clear, displays, makes glorious"
"mušērtum, mušīrtum",overlooking window; she who leans in
mušēṣûm,who brings out
Mušēzib,FN
mušgallu,great serpent
mušḫuššu,serpent-dragon
mušḫuššum,serpent-dragon
mušḫuššum (MUŠ.ḪUŠ),dragon (an unidentified constellation)
mušīm šīmātim,one who decides destinies
mušimmum,"who fixes, decrees"
muṣirrum,who exalts
mušītum,night(-time)
mušītum (//gi6),night(-time)
muškēnu,"dependent, bondsman of the palace, poor man"
muškēnum,"dependant, bondsman of the palace; poor man"
muṣlālu,"siesta(-time), midday"
muṣlālum,"siesta(-time), midday"
mušpalum,"depth, hollow"
mušpazzirum,who shelters
muššakkum,incense used for libanomancy
muṣṣaprum,squinty (eyes)
muššāru,"a semiprecious stone, phps. serpentine"
"muššulu, maššilu","made to resemble, image, likeness"
muštabbabbum,flasher-demon
muštaḫḫiṭum,a jumping one (snake)
muštakkinum,who places permanently
muštālum,"judicious, thoughtful, circumspect, deliberate"
muštamgirum,who brings into harmony
muštapṣum,wrestler
muštarḫum,"proud, arrogant"
muštasḫiptum (na4SAL.LÁL),(a stone)
muštasḫirum,who surrounds
muštēmiqum,devout supplicant
mušteṣbûm,who executes thoroughly
muštēšerum,who keeps in order
Muštēšir,DN
muštešmûm,who constantly makes hear
mušṭum (GIŠ.GA.RÍG),comb
mūšu,night
musukkannum,"Magan-tree, Dalbergia sissoo"
mūṣûm,"exit, way out, outlet"
mūšum,night
mūšum (//gá),night
mūšum (//gi6),night
mūšum (GI6),night(-time)
mut(t)ellum,princely
mūta''irum,"who governs, takes control"
mutabbilum,"who looks after, serves, administers"
muṭaḫḫidum,who supplies with abundance
mutammiḫum,who grasps
muṭappilum,slanderer
muterrum,(re)turner
muṭibbum,"who improves, heals, satisfies"
mutnennûm,"who prays much, pious"
mutqûm,sweet bread
mutta'idum,"famous, powerful"
muttabbiltu,"female servant, furniture"
muttabbilum,who takes away
Muttabriqa,DN
muttaḫlilum,a creeping one (snake); sneak-thief
muttakiltum,supporter (f.)
muttalliktum,"regularly moving, expeditionary force"
muttaprišum,"winged, flying"
muttarrûm,who leads
muttum,front
mūtu,death
mūtum,death
mutum,"husband; man, warrior"
mutūtum,"status of a husband, husbandhood, manliness, bravery"
"muwarrītum, mumarrītum","a weapon or tool, a comb"
"muzīqum, munzīqum",raisin
muzzazum,standing
muzzazzu,"standing, serving"
na'ādum (v.),"to be attentive, concerned, worried"
na'arrurum (v.),"N to go to assist, bring reinforcements"
na'ārum (v.),"to cry, to roar"
na'dum,"attentive, reverent"
nā'erum,roaring
na'īlum,"flooded valley, watercourse"
na-ba-ki,?
na-ba-sú,?
na4IA-GÚ-DÙ-MI-TUM,a stone?
nabābu (v.),to play the flute
nabalkattu,"crossing, ladder"
nabalkattum,"crossing, burglary, uprising, reversal"
nabalkutum (v.),"to cross over, revolt, defect"
nābalum,"dry land, mainland"
nabāsum,red(-dyed) wool
nabāṭum (v.),"to be(come) bright, shine"
nābi'um,"who rises, revolts"
nablum,"flash of fire, flame, fire-arrow"
nabnītum,"creation, progeny"
Nabû,DN
nabû (v.),"to name, nominate, decree, invoke, (D) lament, wail"
Nabû(AG)-kudurrī-uṣur(URU),PN
Nabû-aplu-uṣur,RN
Nabû-kudurrī-uṣur,RN
Nabû-mukīn-apli,RN
Nabû-mušētiq-uddi,PN
Nabû-naʾid,RN
Nabû-ša-ḫarê,DN
Nabû-šumu-libūr,RN
Nabû-tattannu-uṣur,PN
nabûm,"called, authorized person"
nabûm (v.),"to name, nominate, decree"
nabûm (v.) (//sa4),"to name, nominate, decree, invoke"
Nabûnāya,FN
nadānu (v.),to give
nadānum (v.),to give (over)
nadānum (v.) (SUM),"G to give, bestow"
Nādin-mê-qāti,Nādin-mê-qāti
nādinum,"giver, donor"
nadītum,"""fallow"" (i.e. childless) woman, celibate (priestess)"
nadnum,given
"nadru, nadiru","wild, aggressive"
nadrum,"wild, savage"
nadû (v.),"to throw (down), lay down, drop, emit (voice)"
nadûm,"placed, laid (down), thrown (down)"
nadûm,"placed, laid down"
nadûm (v.),"to throw (down), lay (down), cast, impose, establish, reject, remove"
nadûm III (v.),"G to throw (down), lay down, cast, put, implement, N to be thrown away, laid down, rejected; Š caus. of G"
nadûm III (v.) (//dé),"G to throw down, lay down"
nadûm III (v.) (//gar),"G to throw down, lay down"
nadûm III (v.) (//šub),"G to throw down, lay down"
"nagabbum, nagbum I","underground water; the whole, entirety"
nagaltûm (v.),"N to awake, wake up"
nagārum,"joiner, carpenter"
nagāšum (v.),"G to go to(wards); Gtn wander, travel about"
nagāšum (v.) (//šu ~dag),"G to go to(wards); Gtn wander, travel about"
nagbu,"underground water, (the) whole, entirety"
nagbum,underground water
"nagbum, nagabbum","underground water, abyss, (the) whole, entirety"
nāgirum,"(town) crier, herald"
naglabum,"razor, blade (also of a shoulder)"
nagûm,"region, district, coastal area"
naḫāsum (v.),"to (re)cede, return"
naḫbalum,trap
naḫīrum,nostril
naḫlaptum,"wrap, outer garment, coating"
naḫšum,"lusty, healthy, thriving"
nāḫum,"pig's fat, lard"
nâḫum (v.),to rest
nakādum (v.),"to beat, throb, be frightened, anxious"
nakāmum (v.),"to heap, pile up"
nakāpum (v.),"to push, thrust, pierce, stab"
nakāru (v.),"to be(come) different, strange, hostile"
nakārum (v.),"to be(come) different, strange, hostile, (D) change, alter"
nakārum (v.) (//kúr),"to be(come) different, strange, hostile; G change; D change, alter"
nakāšu (v.),to set aside
nakāsum (v.),"to cut, fell, slaughter"
nākipum,goring
naklum,"ingenious, skilful, elaborate, clever"
naklūtu,"ingenuity, skill"
nakmum,"heaped up, treasure"
"nakru, nakiru","strange, foreign, enemy"
nakrum,"strange, foreign, enemy"
nakrum (//lú-kúr),"strange, foreign, enemy"
"nakrum, nakirum","strange, foreign, hostile (person), enemy"
nakruṭum,"pity, mercy"
nalāšum (v.),to dew
nalbanum,brick mould
nâlu (v.),to lie down (to sleep)
nâlum (v.),to lie down (to sleep)
Namar,GN
namārītum,"dawn, third watch of the night"
nāmarum,mirror
namāšum (v.),"G to set (o.s.) in motion, start out"
namburbûm,apotropaic ritual
namḫārum,"a vessel, vat"
"nammaštûm, nammaššûm","moving things, animals, SN"
Nammu,DN
nammušīšum,"mobile, agile"
namrāṣum,"hardship, difficulty"
namrīrum,awe-inspiring radiance
namrum,"bright, splendid"
namrum (//gír),"bright, splendid"
namṣārum,sword
Namṣat,DN
Namtar,DN
namtarum,fate
namurratum,awe-inspiring radiance
namurrum,of awesome brightness
namūtum,"derision, mockery"
namzāqum,key
namzītum,"mash tub, vat"
Nanāya,DN
Nanayītum,DN
nangulu,glowing
nanḫuzu,"inflamed, glowing"
Nanna,DN
Nanna(ŠEŠ.KI).À.DAḪ,DN
Nanna(ŠEŠ.KI).IGI.DU,DN
nannābum,offspring
nannārum,"light of the sky, moon"
nannûm,"command, behest"
"Nanše, Nazi",DN
"nanzāzum, nazzāzum",position
nap,god (Elamite)
napādum II (v.),"to separate, cut off"
napāḫum (v.),"to blow, light up, rise, (Ntn) shine repeatedly"
napalsaḫtum,low stool
nāpaltum,"answer, command"
napālum (v.),"to dig out, hack down, demolish"
napālum (v.) I,"to dig out, hack down, demolish"
naparkûm (v.),to cease
naparqudum (v.),"to lie on o.'s back, lie flat (against)"
naparšudum (v.),"to flee, escape"
napāṣu (v.),"to push away, down, smash, abolish, (Gtn) snap repeatedly"
napāṣum (v.),"Dt (?); G to kick, strike, crush"
napāšum (v.),"to breathe, become wide"
napḫaru,"total, sum, (the) whole"
napḫarum,"total, sum, (the) whole, entirety"
napḫarum (ŠU.NIGIN; PAP),"total, sum, (the) whole, entirety"
napīšānī'um,sniffer (?)
napištu,"throat, life"
napištum,"throat, (essence of) life, breath"
napištum (//zi),"throat, life"
napištum (ZI),"throat, life"
napīšu,"breath(ing), scent"
napīšum,"breath(ing), aroma"
naplāsum,"look, glance"
nappāḫu,"smith, metalworker"
nappāḫum,ever-blazing
nappāṣu,"wooden beater, club"
nappašum,"air hole, nostril"
napraṣum,crowbar
naprušum (v.),G to fly; Š let fly
napšārum,uvula
napšurum,"appeasement, forgiveness"
naptanum,meal(-time)
napṭartum,class of women?
napûm (v.) (SIM),"to sieve, sift"
naqārum (v.),to demolish
naqbītum,utterance
nāqidum,herdsman
naqû (v.),"to pour (a libation), sacrifice"
naqûm (v.),"to pour a libation, sacrifice"
Narām-Sîn,"PN, RN"
narāmtum,"beloved, favourite (woman)"
narāmum,"loved one, love"
narāmum (//ki-ág),"loved one, love; lover"
narbāṣum,lair (of an animal)
narbû,greatness
narbûm,"greatness, pl. deeds"
nardamu,mooring pole
nāriṭum,"marsh, swamp"
narkabtum,chariot
nārtu,female musician
nārtum,"female musician, songstress"
nārtum I,"ditch, canal"
nāru,musician
nārum,musician
Nārum (dÍD),"DN, GN, Divine River"
narûm (NA.RU),stele
nārum I (//íd),river
nārum I (ÍD),"river, watercourse, canal"
nārum II (NAR),"musician, singer"
nārūtu,profession of musician
nārūtum,profession of musician
naṣābum (v.) I,to suck
nasāḫum (v.),"to tear out, abolish, take away"
nasāḫum (v.) (//zi),"G to tear out, pull out, remove; G~D; N pass. be extracted, torn out"
nasākum (v.),"G to throw down, disregard"
nasākum (v.),"to throw (down), remove, shoot (an arrow)"
nasāqum (v.),"G to choose, select; Št put, keep in order"
našāqum (v.),to kiss
naṣāru (v.),"to guard, protect"
naṣārum (v.),"G to guard, protect; Š caus. to G, keep in mind, heed, obey, respect, safeguard; Gt be careful, on o.’s guard"
naṣārum (v.),"to guard, protect, watch over, observe"
našāšu (v.),to sniff
nasḫum,"torn, pulled out, uprooted"
nasḫuru,favorable attention
nāsiḫum,"one who pulls, removes"
nāṣiru,"guard, guardian"
naṣīrum,clamor
nāṣirum,guard
naskum,"thrown down, fallen"
našlaptum,illicit removal? of goods
našmaḫum,"exuberance, pleasantness"
našpantum,subjugation
našpartum,"message, commission"
našparum II,"messenger, envoy"
našpu,"blown away, thin (beer)"
našpûm,becoming loud(?)
nasqum,"chosen, choice, precious"
"naṣṣabum, nuṣṣabum",drain pipe
nassum,"groaning, wretched"
"naššum, nalšum","dew, nocturnal dew"
našû (v.),"to lift, carry, raise"
nāšûm,"bearing, bearer"
nāšûm (//gu10-ru),bearing; bearer
našûm (//gu10-ru) (v.),"G to lift, carry"
našûm (v.),"to lift, carry, raise, recite"
nâṣum (v.),"to look down on, despise"
nâšum (v.),"to rock, shift"
naṭālum (v.),"to look, (Š) show, expose"
"naṭāpu, natāpu (v.)",to tear out
natārum (v.),"to split open; D cleave, demolish"
nātibu,?
nāṭilum,watcher
naṭûm I,"suitable, suited"
naṭûm IV (v.),"to hit, beat"
"nawāru, namāru (v.)","to be(come) bright, shine"
nawārum (v.) (//a ~túm),"G to be(come) bright, shine; ŠD lighten, gladen"
nawārum (v.) (//dul),Dt to be made bright
"nawārum, namāru (v.)","G to be(come) bright, shine; D make bright; Š cause to shine; ŠD lighten, gladen"
"nawārum, namārum","to be(come) bright, shine"
"nawir(a)tum, namir(a)tum","brightness, light"
nawirtum,"brightness, light"
nāwirum,a shining one (snake)
"nawru, namru","bright, shining"
"nawrum, namru","bright, shining"
"nawrum, namrum","bright, shining"
nawûm (v.),"to turn into desert, (D) lay waste"
"nawûm, namûm","pasturage, steppe"
nazāmum (v.),"to moan, complain"
nazārum (v.),"to revile, curse"
nazāzum (v.),G to make a swishing sound; D to hush (a child)
Nazi-maruttaš,RN
"nāziqum, f. nāziqtum","howling, creaking"
"ne'rārum, na'rārum, nē/ārārum","aid, help"
nê'um (v.),G to turn back (trans. and intrans.)
nēbeḫum,"band, belt, sash"
"nēbeḫum, nībaḫum","band, belt, sash"
nēberu,"crossing, ford"
nēberum,"crossing, ford"
nebrītum,hunger(-ration)
nebûm (v.),"to shine, sparkle"
"nebûm I, nabû","shining, brilliant"
"nebûm, nabûm","shining, brilliant"
neḫelṣûm (v.),"N to slip, slide; Š cause to slip"
nēḫtum,"calm, peace"
"nēḫtum, nīḫtum","calm, peace"
nekelmûm (v.),"to frown at, regard malevolently"
nēkemtum,"removal, loss"
nelmenum,misfortune
nēmedum,"that on which one leans, support, stationary point"
nēmelum,profit
nēmequ,wisdom
nēmequm,"wisdom, sagacity"
nēmequm (//kù-zu),"wisdom, sagacity"
Nenegar,SN
nepelkûm (v.),to become wide open
nēpeštum,"work, performance"
nēpešum,"activity, procedure, ritual"
neptûm,opening
neqelpûm (v.),"to float, glide (along/down)"
nērebtum,"entrance, entry"
nērebu,entrance
nērebum,entrance
Nergal,DN
nērtum,"murder, killing"
nērubum (v.),to flee
nêrum (v.),"G to strike, kill; D strike, smite, slay"
"nêrum, nârum (v.)","to strike, kill"
nêšakkum,a priest
nēšu,lion
nēšum,lion
nesûm (v.),"to be distant, withdraw"
nesûm (v.),"to be distant, withdraw; D take away, remove"
nesûm I (//ba-ad-ḫi),"far, distant"
"nēšum, nīšum (UR.MAH)",lion
nêtum (v.),to surround
"niāku, nâku (v.)",to have sexual intercourse with smb.
niākum (v.),G to have sexual intercourse
"niāšim, nâšu","to us, for us"
nibītu,"naming, invocation"
nibītum,"naming, nomenclature"
nībum,naming
nīd qablim,"musical interval, descending tune"
Nidaba,DN
niggallum (NÍG/NI.GÁL.LA),sickle
nigiṣṣum,"crack, crevice"
nigkalagûm,a drum
nignakku,"censer, incense burner"
nignakkum,"censer, incense burner"
nignakkum (NÍG.NA),"censer, incense burning"
nigûtum,"joyful song, musical celebration"
Nikilil,DN
nikiltum,"skill, cleverness, ingenuity, scheming, cunning"
"nikimtum, nikmatum","""accumulation"" of property"
Nikkarrak,DN
nīlu,lying down
nīlum I,lying down
nīlum II,semen
nimrum,"leopard, SN"
Nin-MAŠ,DN
Ninayītu,DN
Ninazu,DN
"nindabûm, niddabûm",offering of food
nindanum,"rod, pole, a measure of length"
Nineanna,DN
Ningal,DN
Ningirgilum,DN
Ningirim,DN
Ningirridu,DN
Ningirsu,DN
Ningišzida,DN
Ninḫursag,DN
Ninisina,DN
Ninkarrak,DN
Ninkilima,DN
Ninlil,DN
Ninmaḫ,"DN, SN"
Ninmenna,DN
Ninmuga,DN
Ninnigerimmê,DN
Ninsiana,DN
Ninsiskurra,DN
Ninšubur,DN
Ninsun,DN
Nintu,DN
Nintur,DN
nīnu,we
Ninua,GN
"Ninua, Ninâ",GN
Ninurta,DN
Ninurta-qarrād,PN
Ninurta-tukultī-Aššur,RN
nipḫum,"(the act of) lighting, flaring (up)"
nipištum,a disease (?)
Nipparum,man from Nippur
Nippur,GN
Nippur (//NIBRUki),GN
nippurītum,"girl from Nippur, GN"
niprum,"scion, offspring"
nipšu,"breathing, scent"
nipšum,tuft of wool
Niqqudūtu,PN
nīqum,"offering, sacrifice"
nīqum (//zé-sag),"offering, sacrifice"
nīqum (UDU.SÍSKUR),"offering, sacrifice"
"nirāḫum, mirāḫum",snake (a kind of)
nīrum,"yoke, crossbeam; ""yoke-star"""
nīrum (//šudul),yoke
nīš qātim,hand-lifting (a type of prayer)
niš tuḫri,musical interval
Nisa(n)num,"offering (of first fruits), MN"
Nisaba,DN
Nisaba (//Nísaba),DN
nisiqtu,"selection, choice"
nisiqtum,"selection, choice, precious"
niṣirtum,"treasure, secret"
nišku,bite
"niškum, neškum",bite
nissatum,"wailing, lamentation"
nissatum (//pa-sag-lagab),"wailing, lamentation"
"niššīkum, naššīkum","a title of Ea, prince"
nišu,people
nišū (//un),"people, humanity, population"
nišū (UN.MEŠ),"people, humanity, population"
nīšum,"lifting, raising"
nīšum I,"lifting, raising"
nīšum II,(oath of the) life
nišūtum,nišūtum
niṭlum,eyesight
nītum,"encirclement, enclosure"
nīṭum ṣēnum,bloody faeces
niṭûtum,"thrashing, beating"
niziqtum,"worry, grief"
nizirtum,"(the act of) cursing, curse"
nizmatum,"desire, objective"
nu''urum,who roars
nubattum,evening (rest)
nubû,"lament, wailing"
Nudimmud,"literary epithet of Ea, DN"
Nudimmud (//dNu-dím-mud),"literary epithet of Ea, DN"
nudunnûm,dowry
nuggatum,anger
nuḫ(a)timmu,cook
nuḫar,"high temple, ziggurat"
nuḫatimmum,cook
nuḫḫullum,"evil fly, evil storm"
nuḫḫum,calm(ed)
nuḫšum,"abundance, plenty, fertility"
nukaribbu,gardener
nukaribbum,gardener
nukurtum,"enmity, hostility"
"nulliātum, nullâtum","maliciousness, foolish talk"
Nunamnir,"DN, literary epithet of Enlil"
Nunamnir (//dNun-nam-nir),"DN, literary epithet of Enlil"
nūnu,fish
nūnum,fish
nūnum (KU6),fish
nupārum,"prison, workhouse"
nurbum,"moist place, tender, juicy part"
nurmûm,pomegranate
nūrum,light
nūrum (//za-la),light
nūrum I (ZÁLAG),light
nūrum II,"song, kind of"
Nuska,DN
nussuqum,"select(ed), chosen"
nuwā'um (//na-gá-aḫ),"unintelligent, barbarian"
nuwwurum,brilliance
Nūr-Kūbī,PN
N[in?-…] (dN[in?-…]),DN
pa'āṣum (v.),"to break up, crush"
pa-ar-ul-lu,snake (a kind of)
Pabilsag,DN
padānum,"way, path"
padattum,"form, frame"
pâdum (v.),"to confine, imprison"
padûm (v.),"to spare, set free"
paglum,"strong, huge"
pagrum,"body, corpse, SN"
pagûm,ape
paḫallu,thigh
paḫāru (v.),to gather
paḫārum,potter
paḫārum (v.),to gather
palāḫu (v.),"to fear, revere, (D) terrify"
palāḫum (v.),"to fear, revere"
palāqum (v.),"to slaughter, strike down"
palāsu (v.),"to look (at), (N) see, look, gaze"
palāšum (v.),"G to pierce, break through, break into"
palāsum (v.),to look (at)
palāsum (v.) (//igi ~bar),"G to look at, towards; N look, gaze, consider; Ntn iter. constantly gaze at; to look, glance"
palāsum (v.) (//igi ~sì),"G to look at; N look, gaze, consider"
palgum,canal
palḫum,fearful
pāliḫum,worshipper; one who is afraid
palkûm,"broad, extensive, wise"
palšu,pierced
palûm,"period of office, reign, dynasty"
palûm (//bal),"reign, period of office"
palûm (BALA),"period of office, reign, a staff, rod"
pāna,before
pānānum,"previously, before"
pānātum,front
pānītum,earlier
pānu,"front, face, earlier days"
pānum,"a basket, a measure of capacity"
pānûm (//bad-rá),"first, earlier, front"
panûm (v.),"to face, be ahead"
pānum I (//igi),"front, face"
pānum I (IGI),"front, face, earlier times"
pānum II (giGUR),basket
papāḫu,"cella, shrine"
papāḫum,"cella, shrine"
papāḫum (éPA.PAḪ),"cella, shrine"
papān libbim,"diaphragm, belly"
papardalium (na4NÍR.BABBAR.DILI),agate?
"pappardaliu, pappardilû",agate(?)
pappāsum,porridge
Papsukkal,DN
paqādum (v.),"to entrust, care, appoint, inspect"
paqdum,"entrusted, appointed official"
pāqidum,"carer, supervisor"
pāqidum (//lú-èn-tar),carer
par(a)kullum,snake (a kind of)
parā'um (v.),to cut off; D~G
para(ḫ)šû,of Marḫaši
parādum (v.),"to be scared, terrified"
Paraḫšum,GN
Paraḫšum (//Mar-ḫa-ši.ki),GN
parakku,"cult dais, sanctuary"
parakkum,"cult dais, sanctuary"
parakkum (BÁRA),"cult dais, sanctuary, chapel"
parāku (v.),"to lie across, obstruct"
parākum (v.),"to lie across, obstruct"
